name,url,category
Boldoduc Sas,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/boldoduc-sas.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
Brentareno Srl,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/brentareno-srl.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
EMCO Bautechnik GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/emco-bautechnik-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
Kentaur A/S,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/kentaur-as.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
MiRiCal Emblems Ltd.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/mirical-emblems-ltd.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
Nazu International,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/nazu-international.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
POLYMARK GRAPHICS GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/polymark-graphics-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
Thermopatch BV,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/thermopatch-bv.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
THERMOTEX NAGEL GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/thermotex-nagel-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
TOLKAR SMARTEX,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/tolkar-makina-sanayi-ve-ticaret-as.html#exhibitorheadline,"Machinery, systems and accessories for dyeing and textile applications"
"Jinan Oasis Dry Cleaning and Laundry Equipment Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jinan-oasis-dry-cleaning-and-laundry-equipment-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"AGA TECH, SRL",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/aga-tech-srl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Alliance Laundry CE s.r.o.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/alliance-laundry-ce-sro.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
CBA Machines,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/consultancebureau-arno-nv.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Cdf Systems,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/cdf-systems.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Jiangsu Chuandao Washing Machinery Technology Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jiangsu-chuandao-washing-machinery-technology-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
CLMTexfinity NV,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/texfinity-nv.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Danube International SAS,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/danube-international-sarl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Dexter Laundry Inc.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/dexter-laundry-inc.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
DOMUS LAUNDRY,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/domus-laundry.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Fagor Professional,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/fagor-industrial-s-coop.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Girbau S.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/girbau-sa.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Machinefabriek Goudkuil Apeldoorn B. V.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/machinefabriek-goudkuil-apeldoorn-b-v.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Grandimpianti I.L.E. ALI Group S.r.l. a Socio Unico,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/grandimpianti-ile-aligroup-srl-a-socio-unico.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Hayikama Makine Ith. Ihr. San. ve Tic. LTD,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hayikama-makine-hali-yikama-ithalat-ihracat-sanayi-ve-ticaret-limited-sirketi.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Huibu (Shanghai) Industrial Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/huibu-shanghai-industrial-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
HUTCHINSON,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hutchinson-snc.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
IMAGE LAUNDRY SYSTEMS,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/accurate-technologies-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
IMESA S.p.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/imesa-spa.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
JENSEN-GROUP,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jensen-group.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Herbert Kannegiesser GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/herbert-kannegiesser-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
KREBE-TIPPO d.o.o.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/krebe-tippo-doo.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Lapauw NV,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/werkhuizen-lapauw-nv.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Lavatec Laundry Technology GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/lavatec-laundry-technology-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Maestrelli S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/maestrelli-srl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
MARK S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/mark-srl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Maxi Companies Inc.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/maxi-companies-inc.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
MAXI-PRESS Elastomertechnik GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/maxi-press-elastomertechnik-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
MS Group SRL a socio unico,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ms-group-srl-a-socio-unico.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Pellerin Milnor Corporation,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/pellerin-milnor-corporation.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Shanghai Qiaohe Industrial Co. Ltd.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/shanghai-qiaohe-industrial-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
ROTONDI Group s.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/rotondi-group-srl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Shanghai Sailstar Machinery (Group) Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/shanghai-sailstar-machinery-group-co--ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Hans-Joachim Schneider GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hans-joachim-schneider-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Schulthess Maschinen AG,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/schulthess-maschinen-ag.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Jiangsu Sea-lion Machinery Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jiangsu-sea-lion-machinery-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Gottlob Stahl W?schereimaschinenbau GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/gottlob-stahl-waeschereimaschinenbau-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
TECNITRAMO Laundry Machinery,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/mp-diclesa-sl.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Temel Makine San. ve Tic. Ltd. Sti.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/temel-makine-san-ve-tic-ltd-sti.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
TOLKAR SMARTEX,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/tolkar-makina-sanayi-ve-ticaret-as.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
TOLON Global Makina San. ve Tic. A.?.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/tolon-global-makina-san-ve-tic-as.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Unica SA,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/unica-sa.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
W?scherei24 GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/waescherei24-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Shanghai Weishi Machinery Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/shanghai-weishi-machinery-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Whirlpool Corporation,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/whirlpool-corporation.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
wh M?nzpr?fer Dietmar Trenner GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/wh-muenzpruefer-dietmar-trenner-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Shanghai Xunduo Laundry Equipment Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/shanghai-xunduo-laundry-equipment-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
"Yamamoto Manufacturing Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/yamamoto-manufacturing-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for washing textiles"
Alliance Laundry CE s.r.o.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/alliance-laundry-ce-sro.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
B?WE Textile Cleaning GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/boewe-textile-cleaning-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Eco Impact B?gelsysteme GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eco-impact-buegelsysteme-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Electrolux Professional AB (publ),https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/electrolux-professional-ab-publ.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
GreenEarth Cleaning,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/greenearth-cleaning.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
HUTCHINSON,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hutchinson-snc.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
IMESA S.p.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/imesa-spa.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Italclean S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/italclean-srl.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Herbert Kannegiesser GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/herbert-kannegiesser-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
KREBE-TIPPO d.o.o.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/krebe-tippo-doo.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Maestrelli S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/maestrelli-srl.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Multimatic GmbH & Co. KG,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/multimatic-gmbh--co-kg.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Multitex Maschinenbau GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/multitex-maschinenbau-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Renzacci S.p.A. - Industria Lavatrici,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/renzacci-spa---industria-lavatrici.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Roll Over Sp. z o.o.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/roll-over-sp-zoo.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
ROTONDI Group s.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/rotondi-group-srl.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Hans-Joachim Schneider GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hans-joachim-schneider-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
TOLON Global Makina San. ve Tic. A.?.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/tolon-global-makina-san-ve-tic-as.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Trevil S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/trevil-srl.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
UNION S.p.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/union-spa.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Veit GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/veit-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning textiles"
Catinet Innovation SL,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/catinet-innovation-sl.html#exhibitorheadline,"Machinery, systems and accessories for cleaning carpets, floor coverings, upholstery and leather furniture"
Cdf Systems,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/cdf-systems.html#exhibitorheadline,"Machinery, systems and accessories for cleaning carpets, floor coverings, upholstery and leather furniture"
Hans-Joachim Schneider GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hans-joachim-schneider-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for cleaning carpets, floor coverings, upholstery and leather furniture"
Tektem Makina San. ve Tic. A.S.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/tektem-makina-san-ve-tic-as.html#exhibitorheadline,"Machinery, systems and accessories for cleaning carpets, floor coverings, upholstery and leather furniture"
BARBANTI S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/barbanti-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Battistella B.G. S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/battistella-bg-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
BIKO Engineering AG,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/biko-engineering-ag.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
CBA Machines,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/consultancebureau-arno-nv.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
"Jiangsu Chuandao Washing Machinery Technology Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jiangsu-chuandao-washing-machinery-technology-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
CLMTexfinity NV,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/texfinity-nv.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Eco Impact B?gelsysteme GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eco-impact-buegelsysteme-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Electrolux Professional AB (publ),https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/electrolux-professional-ab-publ.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Fagor Professional,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/fagor-industrial-s-coop.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Fimas S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/fimas-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
FINTEC Textilpflegesysteme GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/fintec-textilpflegesysteme-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Foltex B.V.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/foltex-bv.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Ghidini Benvenuto Srl,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ghidini-benvenuto-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Machinefabriek Goudkuil Apeldoorn B. V.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/machinefabriek-goudkuil-apeldoorn-b-v.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Grandimpianti I.L.E. ALI Group S.r.l. a Socio Unico,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/grandimpianti-ile-aligroup-srl-a-socio-unico.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
"Shandong Guangtai Environmental Technology Co., Ltd",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/shandong-guangtai-environmental-technology-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
HeBeTec W?schereitechnik und Service GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/hebetec-waeschereitechnik-und-service-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
"Huibu (Shanghai) Industrial Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/huibu-shanghai-industrial-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
IMESA S.p.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/imesa-spa.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Indemac S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/indemac-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
JENSEN-GROUP,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jensen-group.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
"JLT Co., Ltd.",https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/jlt-co-ltd.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Herbert Kannegiesser GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/herbert-kannegiesser-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
LACO Machinery NV S.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/laco-machinery-nv-sa.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Laundry Robotics B.V.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/laundry-robotics-bv.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
MACPI S.p.A. Pressing Divison,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/macpi-spa-pressing-divison.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
MAXI-PRESS Elastomertechnik GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/maxi-press-elastomertechnik-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
MEVO Metzler GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/mevo-metzler-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
MS Group SRL a socio unico,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ms-group-srl-a-socio-unico.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Multimatic GmbH & Co. KG,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/multimatic-gmbh--co-kg.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Pallas Finish-Systeme GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/pallas-finish-systeme-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Pony S.p.A.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/pony-spa.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
Prima Folder S.r.l.,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/prima-folder-srl.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
REWAKON GmbH,https://texcare.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/rewakon-gmbh.html#exhibitorheadline,"Machinery, systems and accessories for textile drying and finishing"
